last_updated,entity_id,state
2023-01-16 21:29:02.427452,sensor.cph2371_last_update_trigger,SensorWorker
2023-01-16 21:41:02.195699,device_tracker.cph2371,home
2023-01-16 21:44:06.011831,sensor.cph2371_battery_level,63
2023-01-16 21:44:06.012855,sensor.cph2371_battery_temperature,28.7
2023-01-16 21:44:06.013710,sensor.cph2371_battery_power,0.0
2023-01-16 21:50:42.151765,sensor.cph2371_battery_level,62
2023-01-16 21:50:42.152832,sensor.cph2371_battery_temperature,29.5
2023-01-16 21:50:42.153690,sensor.cph2371_battery_power,0.0
2023-01-16 21:50:42.159328,sensor.cph2371_last_update_trigger,android.net.wifi.STATE_CHANGE
2023-01-16 22:00:39.772775,device_tracker.cph2371,home
2023-01-16 22:01:11.527527,sensor.cph2371_battery_temperature,26.9
2023-01-16 22:01:11.528520,sensor.cph2371_battery_power,0.0
2023-01-16 22:01:11.529367,sensor.cph2371_last_update_trigger,SensorWorker
2023-01-16 22:16:11.447270,device_tracker.cph2371,home
2023-01-16 22:26:11.576780,sensor.cph2371_battery_temperature,22.9
2023-01-16 22:26:11.577786,sensor.cph2371_battery_power,0.0
2023-01-16 22:26:11.578603,sensor.cph2371_last_update_trigger,android.net.wifi.STATE_CHANGE
2023-01-16 22:26:11.880673,sensor.cph2371_last_update_trigger,SensorWorker
2023-01-16 22:26:11.956097,sensor.cph2371_battery_power,0.0
2023-01-16 22:36:11.176819,device_tracker.cph2371,home
2023-01-16 22:41:14.535601,sensor.cph2371_battery_power,0.0
2023-01-16 22:41:14.648389,sensor.cph2371_battery_level,61
2023-01-16 22:41:14.649418,sensor.cph2371_battery_temperature,21.9
2023-01-16 22:51:18.728814,device_tracker.cph2371,home
2023-01-16 22:51:20.443577,sensor.cph2371_battery_power,0.0
2023-01-16 22:51:20.444561,sensor.cph2371_last_update_trigger,android.net.wifi.STATE_CHANGE
2023-01-17 00:41:52.222804,sensor.cph2371_battery_level,58
2023-01-17 00:41:52.274835,sensor.cph2371_battery_temperature,21.6
2023-01-17 00:41:52.303798,sensor.cph2371_battery_power,0.0
2023-01-17 00:41:52.606159,sensor.cph2371_last_update_trigger,SensorWorker
2023-01-17 00:41:53.741302,device_tracker.cph2371,home
2023-01-17 00:42:16.089013,sensor.cph2371_battery_level,57
2023-01-17 00:42:16.090111,sensor.cph2371_battery_temperature,22.0
