last_updated,entity_id,state
2023-01-20 18:11:58.890829,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:00.037337,sensor.sm_a528b_app_memory,0.013
2023-01-20 18:12:00.039463,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:00.831601,sensor.sm_a528b_app_memory,0.017
2023-01-20 18:12:00.832896,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:14.544887,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:12:14.551188,sensor.sm_a528b_audio_mode,normal
2023-01-20 18:12:14.552578,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:29.948529,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:12:29.949223,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:12:29.949778,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:12:29.950286,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:12:29.950787,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:12:29.951271,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:12:29.951726,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:12:29.952197,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:12:29.956517,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:12:29.957152,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:12:29.957618,binary_sensor.sm_a528b_headphones,unavailable
2023-01-20 18:12:29.958119,binary_sensor.sm_a528b_music_active,unavailable
2023-01-20 18:12:29.958569,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:12:29.959053,device_tracker.sm_a528b,unavailable
2023-01-20 18:12:29.990407,sensor.sm_a528b_detected_activity,
2023-01-20 18:12:29.991663,sensor.sm_a528b_app_rx_gb,0.0083
2023-01-20 18:12:29.992353,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:12:29.992946,sensor.sm_a528b_audio_mode,normal
2023-01-20 18:12:29.993561,sensor.sm_a528b_battery_level,40
2023-01-20 18:12:29.994161,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:12:29.994734,sensor.sm_a528b_charger_type,none
2023-01-20 18:12:29.995310,sensor.sm_a528b_battery_health,good
2023-01-20 18:12:29.995928,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:12:30.002552,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:30.003003,binary_sensor.sm_a528b_headphones,off
2023-01-20 18:12:30.003363,binary_sensor.sm_a528b_music_active,off
2023-01-20 18:12:30.003678,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:12:30.004076,device_tracker.sm_a528b,unknown
2023-01-20 18:12:56.735090,sensor.sm_a528b_app_memory,0.017
2023-01-20 18:12:56.736558,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:12:57.692376,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:12:57.694489,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:13:27.614349,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:13:27.614982,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:13:27.615545,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:13:27.616053,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:13:27.616558,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:13:27.617039,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:13:27.617503,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:13:27.617944,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:13:27.618505,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:13:27.623068,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:13:27.623616,binary_sensor.sm_a528b_headphones,unavailable
2023-01-20 18:13:27.624138,binary_sensor.sm_a528b_music_active,unavailable
2023-01-20 18:13:27.624601,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:13:27.625098,device_tracker.sm_a528b,unavailable
2023-01-20 18:13:27.667265,sensor.sm_a528b_detected_activity,
2023-01-20 18:13:27.668110,sensor.sm_a528b_app_rx_gb,0.0083
2023-01-20 18:13:27.668807,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:13:27.669473,sensor.sm_a528b_audio_mode,normal
2023-01-20 18:13:27.670154,sensor.sm_a528b_battery_level,40
2023-01-20 18:13:27.670748,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:13:27.671334,sensor.sm_a528b_charger_type,none
2023-01-20 18:13:27.671908,sensor.sm_a528b_battery_health,good
2023-01-20 18:13:27.672530,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:13:27.676872,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:13:27.677248,binary_sensor.sm_a528b_headphones,off
2023-01-20 18:13:27.677528,binary_sensor.sm_a528b_speakerphone,unknown
2023-01-20 18:13:27.677846,binary_sensor.sm_a528b_music_active,off
2023-01-20 18:13:27.678135,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:13:27.678460,device_tracker.sm_a528b,unknown
2023-01-20 18:15:06.948004,sensor.sm_a528b_app_rx_gb,0.0084
2023-01-20 18:15:06.950645,sensor.sm_a528b_app_memory,0.023
2023-01-20 18:15:06.952119,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:15:09.202563,sensor.sm_a528b_app_memory,0.012
2023-01-20 18:15:09.204760,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:15:39.125870,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:15:39.126529,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:15:39.127194,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:15:39.127705,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:15:39.128279,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:15:39.128748,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:15:39.129220,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:15:39.129669,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:15:39.133758,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:15:39.134405,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:15:39.134872,binary_sensor.sm_a528b_headphones,unavailable
2023-01-20 18:15:39.135332,binary_sensor.sm_a528b_speakerphone,unavailable
2023-01-20 18:15:39.135813,binary_sensor.sm_a528b_music_active,unavailable
2023-01-20 18:15:39.136281,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:15:39.136748,device_tracker.sm_a528b,unavailable
2023-01-20 18:15:39.169886,sensor.sm_a528b_detected_activity,
2023-01-20 18:15:39.170559,sensor.sm_a528b_app_rx_gb,0.0084
2023-01-20 18:15:39.171001,sensor.sm_a528b_app_memory,0.012
2023-01-20 18:15:39.171418,sensor.sm_a528b_audio_mode,normal
2023-01-20 18:15:39.171758,sensor.sm_a528b_volume_level_accessibility,unknown
2023-01-20 18:15:39.172210,sensor.sm_a528b_battery_level,40
2023-01-20 18:15:39.172581,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:15:39.172941,sensor.sm_a528b_charger_type,none
2023-01-20 18:15:39.173308,sensor.sm_a528b_battery_health,good
2023-01-20 18:15:39.173679,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:15:39.174067,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:15:39.174358,binary_sensor.sm_a528b_headphones,off
2023-01-20 18:15:39.174620,binary_sensor.sm_a528b_speakerphone,off
2023-01-20 18:15:39.174876,binary_sensor.sm_a528b_music_active,off
2023-01-20 18:15:39.175675,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:15:39.176168,device_tracker.sm_a528b,unknown
2023-01-20 18:15:42.019688,sensor.sm_a528b_app_memory,0.015
2023-01-20 18:15:42.022469,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:15:43.065911,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:15:43.068015,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:16:09.886219,sensor.sm_a528b_app_memory,0.021
2023-01-20 18:16:09.889099,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:16:11.959958,sensor.sm_a528b_app_memory,0.024
2023-01-20 18:16:11.963975,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:16:34.409899,sensor.sm_a528b_app_memory,0.023
2023-01-20 18:16:34.411402,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:16:35.414451,sensor.sm_a528b_app_memory,0.016
2023-01-20 18:16:35.416732,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:17:05.332354,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:17:05.333020,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:17:05.333588,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:17:05.334091,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:17:05.334549,sensor.sm_a528b_volume_level_accessibility,unavailable
2023-01-20 18:17:05.335046,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:17:05.335495,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:17:05.335937,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:17:05.340156,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:17:05.340755,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:17:05.341294,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:17:05.341737,binary_sensor.sm_a528b_headphones,unavailable
2023-01-20 18:17:05.342194,binary_sensor.sm_a528b_speakerphone,unavailable
2023-01-20 18:17:05.342625,binary_sensor.sm_a528b_music_active,unavailable
2023-01-20 18:17:05.343082,binary_sensor.sm_a528b_is_charging,unavailable
